PROD_KEY,DURABLE_PROD_KEY,PRODUCT_CODE,PRODUCT_FAMILY,SUB_ACCT,PROD_TECHNICAL_NAME,COMMERCIAL_OFFER_NAME,OFFER_GROUP_NAME,PRODUCT_TYPE,PRODUCT_SUB_TYPE,BUNDLE_VALIDITY,ADDON_TYPE,TP_SHARE,PRINCIPLE_AGENT,DIGITAL_PRICE,PORTFOLIO,FILE_NAME,source
6890,6890,502476,CBS_PRODUCT,0,MAGRI_GSM_HYBRID_BUNDLE_NATIONWIDE_OFFER_GSM,MAGRI_GSM_HYBRID_BUNDLE_NATIONWIDE_OFFER_GSM,MAGRI GSM HYBRID NATIONWIDE,HYBRID,HEAVY VOICE HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8199,8199,502714,CBS_PRODUCT,0,APNA SHEHAR URBAN ULTRA - RM,APNA SHEHAR URBAN ULTRA - RM,APNA SHEHAR URBAN ULTRA,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1143,1143,501554,CBS_PRODUCT,0,CLM-BTL BUNDLE 50MB,CLM 50 MB DAILY DATA_10DAY,CLM WHITELISTED OFFERS,GPRS,GPRS_0,10,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5522,5522,502379,CBS_PRODUCT,0,EASY CARD MEGA PLUS - NWD - ADC,EASY CARD MEGA PLUS - NWD - ADC,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5525,5525,502381,CBS_PRODUCT,0,3 DAY PLUS USSD,3 DAY PLUS USSD,3DAY PLUS,HYBRID,HEAVY VOICE HYBRID,3,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5674,5674,502403,CBS_PRODUCT,0,CORNETTO CAMPAIGN - 5 GB,CORNETTO CAMPAIGN - 5 GB,CORNETTO CAMPAIGN,GPRS,GPRS_0,3,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5844,5844,502442,CBS_PRODUCT,0,EASYCARD 450 USSD RWP,EASYCARD 450 USSD RWD,EASY CARD 450,HYBRID,HEAVY VOICE HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5306,5306,502323,CBS_PRODUCT,0,MONTHLY OFFPEAK - NWD - USSD,MONTHLY OFFPEAK - NWD - USSD,MONTHLY OFFPEAK,GPRS,GPRS_0,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6973,6973,502505,CBS_PRODUCT,0,COMPENSATION BUNDLE,FREE,FREE BUNDLE,CALL,CALL,1,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7241,7241,502562,CBS_PRODUCT,0,WEEKLY EXTREME OFFER- USSD - AJK,WEEKLY EXTREME OFFER- USSD - AJK,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8002,8002,502683,CBS_PRODUCT,0,APNA SEHER LBC KARACHI- USSD,APNA SHEHAR URBAN - KHI - USSD,APNA SHEHAR OFFER,HYBRID,HEAVY DATA HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5615,5615,539323,CBS_PRODUCT,0,DATA BOLTS 1000,DATA BOLTS 1000,DATA BOLTS,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
983,983,501014,CBS_PRODUCT,0,DJ_3G_MONTHLY_1,MONTHLY ULTRA PLUS - NWD - FLASHSALE,MONTHLY ULTRA PLUS,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8500,8500,502747,CBS_PRODUCT,0,APNA SHEHAR ALL IN ONE - RM,APNA SHEHAR ALL IN ONE - RM,APNA SHEHAR ALL IN ONE,HYBRID,HEAVY VOICE HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
586,586,502004,CBS_PRODUCT,0,FREE WHATSAPP RENT DEDUCTION,RS5 MONTHLY WHATSAPP - NWD – USSD,MONTHLY WHATSAPP,GPRS,GPRS_0,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
231,231,502291,CBS_PRODUCT,0,EASYCARD MEGA 60 DAY,60 DAY OFFER - NWD - MW,EASYCARD MEGA 60 DAY,HYBRID,PURE HYBRID,60,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5487,5487,502371,CBS_PRODUCT,0,EASY CARD MEGA PLUS - URBAN - RM,EASY CARD MEGA PLUS - URBAN - RM,EASY CARD MEGA PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
2050,2050,502226,CBS_PRODUCT,0,SLO REVIVOR DATA - STRONGHOLD,SLO_STRONGHOLD_REVIVOR_RENT,SIM LAGAO OFFER,HYBRID,CALL_0,60,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6905,6905,502481,CBS_PRODUCT,0,SUPREME MAGRI HYBRID OFFER,MAGRI SUPREME OFFER,MAGRI SUPREME OFFER,HYBRID,HEAVY VOICE HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7559,7559,502633,CBS_PRODUCT,0,WEEKLY ARY ZAP - NWD - USSD,WEEKLY ARY ZAP - NWD - USSD,WEEKLY ARY ZAP OFFER,GPRS,GPRS,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7622,7622,502651,CBS_PRODUCT,0,WEEKLY EXTREME PLUS - NATIONWIDE - MTA,WEEKLY EXTREME PLUS - NATIONWIDE - MTA,WEEKLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1159,1159,502250,CBS_PRODUCT,0,RE 1 RECONNECTION OFFER,RE1 RECONNECTION OFFER,RECONNECTION OFFER,CALL,CALL_0,180,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7108,7108,502528,CBS_PRODUCT,0,SIM LAGAO OFFER NEW - LATE REVIVOR AJK,SIM LAGAO OFFER NEW - LATE REVIVOR - AJK,SIM LAGAO OFFER NEW,CALL,CALL,60,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7142,7142,502535,CBS_PRODUCT,0,APNA SHEHAR - URBAN-GRW - RM,APNA SHEHAR - URBAN-GRW - RM,APNA SHEHAR - URBAN,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7186,7186,502550,CBS_PRODUCT,0,1 PAISA OFFER - WHITELISTED DUMMY 60 DAYS,1 PAISA OFFER - WHITELISTED DUMMY 60 DAYS,1 PAISA DUMMY,CALL,CALL,60,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7351,7351,502579,CBS_PRODUCT,0,MONTHLY WHATSAPP DUMMY,MONTHLY WHATSAPP DUMMY,MONTHLY WHATSAPP DUMMY,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8315,8315,502735,CBS_PRODUCT,0,MONTHLY SOCIAL EXTREME PLUS NWD USSD,MONTHLY SOCIAL EXTREME PLUS NWD USSD,MONTHLY SOCIAL EXTREME PLUS,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
3089,3089,502304,CBS_PRODUCT,0,DUMMY OFFER FOR DEMOLINE PRODUCT,DUMMY OFFER FOR DEMOLINE PRODUCT,DEMOLINE PRODUCT,HYBRID,HEAVY VOICE HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8054,8054,502690,CBS_PRODUCT,0,MONTHLY EXTREME PLUS - NWD - RM,MONTHLY EXTREME PLUS - NWD - RM,MONTHLY EXTREME PLUS,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8227,8227,502721,CBS_PRODUCT,0,WEEKLY EXTREME OFFER - SH - USSD - NEW,WEEKLY EXTREME OFFER - SH - USSD - NEW,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8232,8232,502724,CBS_PRODUCT,0,SAUDIA ROAMING PREPAID - ADC,HAJJ BUNDLE PREPAID ADC,HAJJ SAUDIA BUNDLE PREPAID,HYBRID,IR,30,NOT APPLICABLE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7439,7439,502611,CBS_PRODUCT,0,WEEKLY EXTREME ADC NEW,WEEKLY EXTREME ADC NEW,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7469,7469,502621,CBS_PRODUCT,0,MTA 4GB ACQUISITION OFFER - NEW,MTA FREE 2GB 2DAYS,MTA FREE 2GB 2DAYS,GPRS,GPRS_0,2,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5853,5853,502448,CBS_PRODUCT,0,PREPAID EASYLOAD 450 ISL,PREPAID EASYLOAD 450 ISLAMABAD,EASY CARD 450,HYBRID,HEAVY VOICE HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1698,1698,539296,CBS_PRODUCT,0,M2M 1GB,M2M 1GB,M2M 1GB,HYBRID,HYBRID,BILL RUN,BUNDLE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7547,7547,539374,CBS_PRODUCT,0,PTT BASIC,PTT BASIC,PTT BASIC,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8019,8019,539392,CBS_PRODUCT,0,BUSINESS CHARGES 75 R,BUSINESS CHARGES 75 R,BUSINESS CHARGES 75 R,HYBRID,HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
106,106,500938,CBS_PRODUCT,0,TALKSHAWK 7 TO 7 OFFER NEW,SAAT SE SAAT,TS DAYTIME OFFER,HYBRID,PURE HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
847,847,502020,CBS_PRODUCT,0,4G WEEKLY SUPER - GB,4G WEEKLY SUPER - GB - USSD,4G WEEKLY SUPER,GPRS,GPRS,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
117,117,502193,CBS_PRODUCT,0,4G WEEKLY LATE NIGHT BUNDLE - NWD - RM,4G WEEKLY LATE NIGHT BUNDLE - NWD - RM,4G WEEKLY LATE NIGHT BUNDLE,GPRS,GPRS_0,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
215,215,502220,CBS_PRODUCT,0,MONTHLY SOCIAL PACK PLUS RM,MONTHLY SOCIAL PACK PLUS - NWD - RM,MONTHLY SOCIAL PACK PLUS,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8499,8499,5025006,CBS_PRODUCT,0,TEST XYZ,WEEKLY EXTREME - LHR FSD KHI - RM,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8073,8073,539403,CBS_PRODUCT,0,MONTHLY WHATSAPP 8GB PCRF,MONTHLY WHATSAPP 8GB PCRF,MONTHLY WHATSAPP 8GB PCRF,GPRS,GPRS,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
739,739,500188,CBS_PRODUCT,0,SYSX_2MB,CLM 50 MB DATA_1DAY,CLM WHITELISTED OFFERS,GPRS,GPRS_0,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
921,921,502166,CBS_PRODUCT,0,EASYCARD 180 USSD,WEEKLY EC PLUS USSD,EASY CARD PLUS,HYBRID,PURE HYBRID,7,DISCOUNTED,1\R\N,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7401,7401,502588,CBS_PRODUCT,0,WHATSAPP GLOBAL RENT,MONTHLY WHATSAPP - GLOBAL,MONTHLY WHATSAPP,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7658,7658,502667,CBS_PRODUCT,0,EASY CARD 750 USSD,EASY CARD 750 USSD,EASY CARD 750,HYBRID,HEAVY DATA HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8336,8336,502745,CBS_PRODUCT,0,APNA SHEHAR URBAN ULTRA (QTA) - USSD,APNA SHEHAR URBAN ULTRA (QTA) - USSD,APNA SHEHAR MEGA,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6926,6926,502498,CBS_PRODUCT,0,WEEKLY EASY CARD MEGA - USSD - AJK,WEEKLY EASY CARD MEGA - USSD - AJK,WEEKLY EASY CARD MEGA,HYBRID,PURE HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
2623,2623,502037,CBS_PRODUCT,0,4G WEEKLY SUPER-RM,4G WEEKLY SUPER - GB - RM,4G WEEKLY SUPER,GPRS,GPRS,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
79,79,502121,CBS_PRODUCT,0,MONTHLY SOCIAL PACK - ADC,MONTHLY SOCIAL PACK - ADC,MONTHLY SOCIAL PACK,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1085,1085,502170,CBS_PRODUCT,0,INTERNET SLO STRONGHOLDS,INTERNET SLO STRONGHOLDS,INTERNET SLO,GPRS,GPRS,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
157,157,502308,CBS_PRODUCT,0,ULTRA PLUS - URBAN - MW,ULTRA PLUS - URBAN - MW,ULTRA PLUS,GPRS,GPRS,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5432,5432,502355,CBS_PRODUCT,0,EASYCARD 150 - MTA DISCOUNTED LOAD,EASYCARD 150 - MTA DISCOUNTED LOAD,EASY CARD 150,HYBRID,PURE HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6767,6767,502455,CBS_PRODUCT,0,WEEKLY ULTRA PLUS - NWD,ULTRA PLUS - ADC,ULTRA PLUS,GPRS,GPRS,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6768,6768,502457,CBS_PRODUCT,0,MONTHLY SOCIAL PACK PLUS ADC,MONTHLY SOCIAL PACK PLUS - NWD - ADC,MONTHLY SOCIAL PACK PLUS,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6921,6921,502496,CBS_PRODUCT,0,SOCIAL ALL IN ONE-USSD AJK,SOCIAL ALL IN ONE - USSD AJK,SOCIAL ALL IN ONE,HYBRID,PURE HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7364,7364,5025001,CBS_PRODUCT,0,TEST_DUMMY,1 PAISA OFFER - WHITELISTED DUMMY 60 DAYS,1 PAISA OFFER,CALL,CALL,60,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
965,965,502222,CBS_PRODUCT,0,AIOU-900,AIOU-900,AIOU-900,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1685,1685,502254,CBS_PRODUCT,0,HBL FULL BALANCE OFFER,HBL FULL BALANCE CAMPAIGN,FULL BALANCE CAMPAIGN,HYBRID,PURE HYBRID,1,ZERO RATED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
8018,8018,539393,CBS_PRODUCT,0,BUSINESS CHARGES 125 R,BUSINESS CHARGES 125 R,BUSINESS CHARGES 125 R,HYBRID,HYBRID,1,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
911,911,502111,CBS_PRODUCT,0,APNA SHEHAR URBAN,APNA SHEHAR - URBAN - USSD,APNA SHEHAR - URBAN,HYBRID,PURE HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5767,5767,502432,CBS_PRODUCT,0,EC 600 WHITELISTED OFFER- USSD DUMMY,EC 600 WHITELISTED OFFER- USSD,EASY CARD 600,HYBRID,PURE HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6903,6903,502483,CBS_PRODUCT,0,SOCIAL ALL IN ONE-RM LBC,SOCIAL ALL IN ONE - RM LBC,SOCIAL ALL IN ONE,HYBRID,PURE HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7197,7197,502556,CBS_PRODUCT,0,EC 350 AJK RM,WEEKLY EXTREME  - RM-AJK,WEEKLY EXTREME OFFER,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
975,975,501911,CBS_PRODUCT,0,MONTHLY SOCIAL PACK,MONTHLY SOCIAL PACK USSD,MONTHLY SOCIAL PACK,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1128,1128,502141,CBS_PRODUCT,0,FFCO RENT (15 PAISA),FIRST FREE CALL 15PAISA SUBPRODUCT,FIRST FREE CALL OFFER,CALL,CALL,7,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
888,888,502206,CBS_PRODUCT,0,EASYCARD 250 MTA,WEEKLY EASY CARD MEGA - NWD - MTA PROMO,WEEKLY EASY CARD MEGA,HYBRID,HEAVY DATA HYBRID,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
6915,6915,502491,CBS_PRODUCT,0,SOCIAL ALL IN ONE LBC,SOCIAL ALL IN ONE - USSD LBC,SOCIAL ALL IN ONE,HYBRID,PURE HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7173,7173,502545,CBS_PRODUCT,0,MONTHLY SOCIAL PACK PLUS - AJK - USSD,MONTHLY SOCIAL PACK PLUS - AJK - USSD,MONTHLY SOCIAL PACK PLUS,GPRS,GPRS,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1697,1697,539291,CBS_PRODUCT,0,M2M 100 MB,M2M 100 MB,M2M 100 MB,HYBRID,HYBRID,BILL RUN,BUNDLE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1005,1005,502013,CBS_PRODUCT,0,FREE WHATSAPP_NEWBASIC,MONTHLY WHATSAPP - NWD - USSD,MONTHLY WHATSAPP,GPRS,GPRS_0,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
111,111,502165,CBS_PRODUCT,0,3 DAY HYBRID RM KARACHI,3 DAY HYBRID RM KARACHI,3DAY HYBRID,HYBRID,HEAVY VOICE HYBRID,3,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5771,5771,502435,CBS_PRODUCT,0,4G WEEKLY ULTRA - CNZ - RM,4G WEEKLY ULTRA - CNZ - RM,4G WEEKLY ULTRA,GPRS,GPRS,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
1004,1004,500088,CBS_PRODUCT,0,WHATSAPP ADD ON BUNDLE,ADD-ON FREE WHATSAPP OFFER MONTHLY,MONTHLY WHATSAPP,GPRS,GPRS_0,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
162,162,502169,CBS_PRODUCT,0,WEEKLY 6 TO 6 -NWD - RM,WEEKLY 6 TO 6 - NWD - RM,WEEKLY 6 TO 6,GPRS,GPRS_0,7,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5673,5673,502404,CBS_PRODUCT,0,CORNETTO CAMPAIGN - 1 GB,CORNETTO CAMPAIGN - 1 GB,CORNETTO CAMPAIGN,GPRS,GPRS_0,3,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
5723,5723,502419,CBS_PRODUCT,0,MONTHLY SUPER PLUS-ADC,MONTHLY SUPER PLUS - NWD - ADC,MONTHLY SUPER PLUS,HYBRID,HEAVY DATA HYBRID,30,DISCOUNTED,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
7112,7112,502522,CBS_PRODUCT,0,SIM LAGAO OFFER NEW - LATE REVIVOR STRONGHOLD VOICE,SIM LAGAO OFFER NEW - LATE REVIVOR - STRONGHOLD,SIM LAGAO OFFER NEW,HYBRID,HEAVY VOICE HYBRID,60,FREE,1,PRINCIPLE,0,NOT APPLICABLE,CBS_PRODUCT_DESC_20230914_1.unl,42
